Info 0    [18:43:36.166] Starting TS Server
Info 667  [19:18:48.012] getCompletionData: Get previous token: 0.04017199948430061
Info 668  [19:18:48.012] getCompletionsAtPosition: isCompletionListBlocker: 0.01730399951338768
Info 669  [19:18:48.012] Returning an empty list because completion was requested in an invalid position.
Info 670  [19:18:48.601] Format host information updated
Info 671  [19:19:17.992] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 672  [19:19:18.034] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 41.109083998948336ms
Info 673  [19:19:18.034] Different program with same set of files
Info 674  [19:19:19.051] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 675  [19:19:19.085] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 42 structureChanged: false structureIsReused:: Completely Elapsed: 33.435674000531435ms
Info 676  [19:19:19.085] Different program with same set of files
Info 677  [19:19:19.326] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 678  [19:19:19.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 43 structureChanged: false structureIsReused:: Completely Elapsed: 60.71968599781394ms
Info 679  [19:19:19.387] Different program with same set of files
Info 680  [19:19:19.507] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 681  [19:19:19.542] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 44 structureChanged: false structureIsReused:: Completely Elapsed: 34.51789899915457ms
Info 682  [19:19:19.542] Different program with same set of files
Info 683  [19:19:19.974] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 684  [19:19:20.008] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 45 structureChanged: false structureIsReused:: Completely Elapsed: 33.10588499903679ms
Info 685  [19:19:20.008] Different program with same set of files
Info 686  [19:19:20.032] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 687  [19:19:20.056] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 46 structureChanged: false structureIsReused:: Completely Elapsed: 23.34519299864769ms
Info 688  [19:19:20.056] Different program with same set of files
Info 689  [19:19:20.599] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 690  [19:19:20.626] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 26.22402900084853ms
Info 691  [19:19:20.626] Different program with same set of files
Info 692  [19:19:20.626] getCompletionData: Get current token: 0.026242002844810486
Info 693  [19:19:20.626] getCompletionData: Is inside comment: 0.0045210011303424835
Info 694  [19:19:20.626] getCompletionData: Get previous token: 0.05907899886369705
Info 695  [19:19:20.627] getCompletionsAtPosition: isCompletionListBlocker: 0.02062400057911873
Info 696  [19:19:20.627] Returning an empty list because completion was requested in an invalid position.
Info 697  [19:19:20.648] getCompletionData: Get current token: 0.017257999628782272
Info 698  [19:19:20.648] getCompletionData: Is inside comment: 0.003686998039484024
Info 699  [19:19:20.648] getCompletionData: Get previous token: 0.03675200045108795
Info 700  [19:19:20.648] getCompletionsAtPosition: isCompletionListBlocker: 0.015095997601747513
Info 701  [19:19:20.648] Returning an empty list because completion was requested in an invalid position.
Info 702  [19:19:20.650] getCompletionData: Get current token: 0.01749899983406067
Info 703  [19:19:20.650] getCompletionData: Is inside comment: 0.0039489977061748505
Info 704  [19:19:20.651] getCompletionData: Get previous token: 0.033941999077796936
Info 705  [19:19:20.651] getCompletionsAtPosition: isCompletionListBlocker: 0.01670200005173683
Info 706  [19:19:20.651] Returning an empty list because completion was requested in an invalid position.
Info 707  [19:19:20.673] getCompletionData: Get current token: 0.01822200044989586
Info 708  [19:19:20.673] getCompletionData: Is inside comment: 0.0041880011558532715
Info 709  [19:19:20.673] getCompletionData: Get previous token: 0.034370001405477524
Info 710  [19:19:20.673] getCompletionsAtPosition: isCompletionListBlocker: 0.05318300053477287
Info 711  [19:19:20.673] Returning an empty list because completion was requested in an invalid position.
Info 712  [19:19:21.289] Format host information updated
Info 713  [19:19:24.615] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 714  [19:19:24.657] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 41.55477300286293ms
Info 715  [19:19:24.657] Different program with same set of files
Info 716  [19:19:25.001] Format host information updated
Info 717  [19:20:00.226] Search path: /home/rodrigo/Workspace/wikidex-learning-react/src
Info 718  [19:20:00.227] For info: /home/rodrigo/Workspace/wikidex-learning-react/src/index.js :: No config files found.
Info 719  [19:20:00.230] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 720  [19:20:00.422] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 1 structureChanged: true structureIsReused:: Not Elapsed: 191.28286800161004ms
Info 721  [19:20:00.422] Project '/dev/null/inferredProject3*' (Inferred)
Info 722  [19:20:00.422] 	Files (213)

Info 723  [19:20:00.422] -----------------------------------------------
Info 724  [19:20:00.430] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject3*
Info 725  [19:20:00.488] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject3* Version: 1 structureChanged: true structureIsReused:: Not Elapsed: 58.21949899941683ms
Info 726  [19:20:00.488] Project '/dev/null/autoImportProviderProject3*' (AutoImportProvider)
Info 727  [19:20:00.488] 	Files (173)

Info 728  [19:20:00.488] -----------------------------------------------
Info 729  [19:20:00.490] `remove Project::
Info 730  [19:20:00.490] Project '/dev/null/inferredProject2*' (Inferred)
Info 731  [19:20:00.490] 	Files (198)

Info 732  [19:20:00.490] -----------------------------------------------
Info 733  [19:20:00.490] Project '/dev/null/autoImportProviderProject2*' (AutoImportProvider)
Info 734  [19:20:00.490] 	Files (180)

Info 735  [19:20:00.490] -----------------------------------------------
Info 736  [19:20:27.843] DirectoryWatcher:: Triggered with /home/rodrigo/Workspace/wikidex-learning-react/src/logo.svg :: WatchInfo: /home/rodrigo/Workspace/wikidex-learning-react/src 0 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 737  [19:20:27.844] Elapsed:: 0.31554799899458885ms DirectoryWatcher:: Triggered with /home/rodrigo/Workspace/wikidex-learning-react/src/logo.svg :: WatchInfo: /home/rodrigo/Workspace/wikidex-learning-react/src 0 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 738  [19:20:36.436] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 739  [19:20:36.555] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 2 structureChanged: true structureIsReused:: Not Elapsed: 118.88509900122881ms
Info 740  [19:20:36.555] Project '/dev/null/inferredProject3*' (Inferred)
Info 741  [19:20:36.555] 	Files (198)

Info 742  [19:20:36.555] -----------------------------------------------
Info 743  [19:20:36.555] Project '/dev/null/autoImportProviderProject3*' (AutoImportProvider)
Info 744  [19:20:36.555] 	Files (173)

Info 745  [19:20:36.555] -----------------------------------------------
Info 746  [19:21:10.078] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 747  [19:21:10.146] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 3 structureChanged: false structureIsReused:: Completely Elapsed: 68.3518689982593ms
Info 748  [19:21:10.146] Different program with same set of files
Info 749  [19:21:10.179] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 750  [19:21:10.304] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 4 structureChanged: false structureIsReused:: Completely Elapsed: 124.95678800344467ms
Info 751  [19:21:10.304] Different program with same set of files
Info 752  [19:21:10.804] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 753  [19:21:10.861] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 5 structureChanged: false structureIsReused:: Completely Elapsed: 56.2491739988327ms
Info 754  [19:21:10.861] Different program with same set of files
Info 755  [19:21:10.862] getCompletionData: Get current token: 0.019659001380205154
Info 756  [19:21:10.862] getCompletionData: Is inside comment: 0.004019998013973236
Info 757  [19:21:10.862] getCompletionData: Get previous token: 0.051426999270915985
Info 758  [19:21:10.862] getCompletionsAtPosition: isCompletionListBlocker: 0.09195899963378906
Info 759  [19:21:10.862] Returning an empty list because completion was requested in an invalid position.
Info 760  [19:21:10.885] getCompletionData: Get current token: 0.016784999519586563
Info 761  [19:21:10.886] getCompletionData: Is inside comment: 0.004015002399682999
Info 762  [19:21:10.886] getCompletionData: Get previous token: 0.03343299776315689
Info 763  [19:21:10.886] getCompletionsAtPosition: isCompletionListBlocker: 0.015863001346588135
Info 764  [19:21:10.886] Returning an empty list because completion was requested in an invalid position.
Info 765  [19:21:10.888] getCompletionData: Get current token: 0.01748799905180931
Info 766  [19:21:10.888] getCompletionData: Is inside comment: 0.004160001873970032
Info 767  [19:21:10.888] getCompletionData: Get previous token: 0.03886700049042702
Info 768  [19:21:10.888] getCompletionsAtPosition: isCompletionListBlocker: 0.02120700106024742
Info 769  [19:21:10.888] Returning an empty list because completion was requested in an invalid position.
Info 770  [19:21:10.890] getCompletionData: Get current token: 0.01743900030851364
Info 771  [19:21:10.890] getCompletionData: Is inside comment: 0.0043690018355846405
Info 772  [19:21:10.890] getCompletionData: Get previous token: 0.03457600250840187
Info 773  [19:21:10.890] getCompletionsAtPosition: isCompletionListBlocker: 0.017576001584529877
Info 774  [19:21:10.890] Returning an empty list because completion was requested in an invalid position.
Info 775  [19:21:11.417] Format host information updated
Info 776  [19:21:13.508] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 777  [19:21:13.565] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 57.302359003573656ms
Info 778  [19:21:13.565] Different program with same set of files
Info 779  [19:21:13.826] Format host information updated
